ID,Filename,spk_code,spk_age,spk_age_c,spk_sex,rec_date,rec_date_c,genre,genre_stim,gloss,transl,sound_quality,background_noise,word_tokens,extended,Glottocode
komn1238_T031,doreco_komn1238_tci20120922a-19,DAK,38,certain,m,2012-09-22,certain,traditional narrative,na,none,English,good,na,220,yes,komn1238
komn1238_T032,doreco_komn1238_tci20120922a-21,DAK,38,certain,m,2012-09-22,certain,personal narrative,na,none,English,medium,na,243,yes,komn1238
komn1238_T033,doreco_komn1238_tci20120922a-23,MAA,35,certain,m,2012-09-22,certain,procedural,na,none,English,medium,na,511,yes,komn1238
komn1238_T034,doreco_komn1238_tci20120922a-24,MAA/STK,35/28,certain/certain,m/m,2012-09-22,certain,personal narrative,na,none,English,medium,na,565,yes,komn1238
komn1238_T035,doreco_komn1238_tci20120922a-25,ALK,38,certain,f,2012-09-22,certain,personal narrative,na,none,English,medium,na,306,yes,komn1238
komn1238_T037,doreco_komn1238_tci20120924a-01,TRK,29,certain,f,2012-09-24,certain,personal narrative,na,none,English,medium,na,286,yes,komn1238
komn1238_T038,doreco_komn1238_tci20120924a-02,ABM,45,certain,m,2012-09-24,certain,personal narrative,na,none,English,medium,na,192,yes,komn1238
komn1238_T039,doreco_komn1238_tci20120925a-01,MKA/KAB/MEA,46/65/55,certain/certain/certain,m/m/m,2012-09-25,certain,stimulus retelling,na,all,English,good,na,2860,yes,komn1238
komn1238_T040,doreco_komn1238_tci20120929a-02,SIK,42,certain,m,2012-09-29,certain,personal narrative,na,all,English,medium,na,469,yes,komn1238
komn1238_T048,doreco_komn1238_tci20130903v-01,MKW,35,certain,m,2013-09-03,certain,procedural,na,none,English,medium,na,169,yes,komn1238
komn1238_T049,doreco_komn1238_tci20130903v-02,MKW,35,certain,m,2013-09-03,certain,procedural,na,none,English,good,na,91,yes,komn1238
komn1238_T052,doreco_komn1238_tci20130905v-02,MKW,35,certain,m,2013-09-05,certain,personal narrative,na,none,English,good,na,424,yes,komn1238
komn1238_T055,doreco_komn1238_tci20130914v-01,KAB,65,certain,m,2013-09-14,certain,procedural,na,none,English,medium,na,308,yes,komn1238
komn1238_T060,doreco_komn1238_tci20131013v-01,ABB,60,certain,m,2013-10-13,certain,traditional narrative,na,none,English,good,na,1879,yes,komn1238
komn1238_T061,doreco_komn1238_tci20131013v-02,ABB,60,certain,m,2013-10-13,certain,personal narrative,na,none,English,good,na,1201,yes,komn1238
lowe1385_T001,doreco_lowe1385_MEW-008-20111119,BPN,73,certain,m,2011-11-19,certain,personal narrative,na,none,German,medium,none,738,no,lowe1385
lowe1385_T002,doreco_lowe1385_MEW-062-20121023,EMZ,86,certain,m,2012-10-23,certain,personal narrative,na,none,German,medium,punctual,1001,no,lowe1385
lowe1385_T003,doreco_lowe1385_MEW-063-20121023,EMZ,86,certain,m,2012-10-23,certain,personal narrative,na,none,German,medium,none,767,no,lowe1385
lowe1385_T004,doreco_lowe1385_MEW-064-20121023,EMZ,86,certain,m,2012-10-23,certain,personal narrative,na,none,German,medium,none,1484,no,lowe1385
lowe1385_T005,doreco_lowe1385_MEW-066-20121023,EMZ,86,certain,m,2012-10-23,certain,personal narrative,na,none,German,medium,none,109,no,lowe1385
lowe1385_T006,doreco_lowe1385_MEW-087-20121102,BPN,73,certain,m,2012-11-02,certain,personal narrative,na,none,German,medium,none,902,no,lowe1385
lowe1385_T007,doreco_lowe1385_MEW-088-20121102,BPN,73,certain,m,2012-11-02,certain,personal narrative,na,none,German,medium,none,661,no,lowe1385
lowe1385_T008,doreco_lowe1385_MEW-097-20121102,BPN,73,certain,m,2012-11-02,certain,personal narrative,na,none,German,medium,none,1115,no,lowe1385
lowe1385_T009,doreco_lowe1385_MEW-111-20121214,EMZ,86,certain,m,2012-12-14,certain,personal narrative,na,none,German,medium,none,244,no,lowe1385
lowe1385_T010,doreco_lowe1385_MEW-112-20121214,EMZ,86,certain,m,2012-12-14,certain,personal narrative,na,none,German,medium,none,88,no,lowe1385
lowe1385_T011,doreco_lowe1385_MEW-113-20121214,EMZ,86,certain,m,2012-12-14,certain,personal narrative,na,none,German,medium,none,298,no,lowe1385
lowe1385_T012,doreco_lowe1385_MEW-115-20121214,EMZ,86,certain,m,2012-12-14,certain,personal narrative,na,none,German,medium,none,186,no,lowe1385
lowe1385_T013,doreco_lowe1385_MEW-120-20121214,EMZ,86,certain,m,2012-12-14,certain,personal narrative,na,none,German,medium,none,188,no,lowe1385
lowe1385_T014,doreco_lowe1385_MEW-122-20130812,LRE,77,certain,f,2013-08-12,certain,personal narrative,na,none,German,medium,none,535,no,lowe1385
lowe1385_T015,doreco_lowe1385_MEW-126-20130830,FKM,73,certain,m,2013-08-30,certain,personal narrative,na,none,German,medium,none,1930,no,lowe1385
movi1243_T001,doreco_movi1243_abuelo,EAO,56,certain,f,2002-07-30,certain,personal narrative,na,all,English/Spanish,good,constant,428,no,movi1243
movi1243_T002,doreco_movi1243_ArosII,EAO,56,certain,f,2002-07-30,certain,personal narrative,na,all,English/Spanish,good,constant,369,no,movi1243
movi1243_T003,doreco_movi1243_EAO-vibora,EAO,61,certain,f,2007-08-24,certain,personal narrative,na,all,English,middle,constant,1091,no,movi1243
movi1243_T004,doreco_movi1243_escape_de_la_hija,EAO,56,certain,f,2002-08-02,certain,personal narrative,na,all,English/Spanish,middle,constant,640,no,movi1243
movi1243_T005,doreco_movi1243_HRR_120808_tigregente,HRR,54,certain,m,2008-08-12,certain,traditional narrative,na,all,Spanish,bad,constant,3636,no,movi1243
movi1243_T006,doreco_movi1243_JGD_130907_6_el_pueblo,JGD,63,certain,m,2007-09-13,certain,traditional narrative,na,all,English/Spanish,good,constant,1108,no,movi1243
movi1243_T007,doreco_movi1243_JGD_130907_8_lago_seco,JGD,63,certain,m,2007-09-13,certain,traditional narrative,na,all,Spanish,good,constant,252,no,movi1243
movi1243_T008,doreco_movi1243_JGD_130907_9_pescador,JGD,63,certain,m,2007-07-09,certain,traditional narrative,na,all,Spanish,good,constant,950,no,movi1243
movi1243_T009,doreco_movi1243_JMH_120901_perro2,JMH,68,certain,f,2001-09-12,certain,personal narrative,na,all,English,good,constant,521,no,movi1243
movi1243_T010,doreco_movi1243_MZP_KH_NARR_130907_JGD-CAIMAN,JGD,63,certain,m,2007-09-13,certain,personal narrative,na,all,English,medium,constant,486,no,movi1243
movi1243_T011,doreco_movi1243_MZP_KH_NARR_180614_JZH-MACHADO,JZH,80,approximate,m,2014-06-18,certain,personal narrative,na,all,English,good,constant,499,no,movi1243
movi1243_T012,doreco_movi1243_tigre_y_perro,EAO,57,certain,f,2002-07-20,certain,personal narrative,na,all,English/Spanish,good,constant,203,no,movi1243
ngal1292_T001,doreco_ngal1292_20100723_001_MT,MT,70,approximate,f,2010-07-23,certain,personal narrative,na,break/gloss,English,good,constant,333,no,ngal1292
ngal1292_T002,doreco_ngal1292_20110518a_002_QB,QB,66,certain,f,2011-05-18,certain,traditional narrative,na,none,English,medium,constant,1160,no,ngal1292
ngal1292_T003,doreco_ngal1292_20110518b_005_LB_ND,LB,60,certain,f,2011-05-18,certain,personal narrative,na,none,na,good,constant,196,no,ngal1292
ngal1292_T004,doreco_ngal1292_20110521b_003_MT,MT,70,approximate,f,2011-05-21,certain,stimulus retelling,Jackal and crow story: a picture task designed by reseachers of the Language and Social Cognition group (Melbourne/Canberra),none,na,good,constant,335,no,ngal1292
ngal1292_T005,doreco_ngal1292_20110526c_000_MT,MT,70,approximate,f,2011-05-26,certain,personal narrative,na,all,English,good,constant,277,no,ngal1292
ngal1292_T006,doreco_ngal1292_20110605_002_LB_ND,LB/ND,60/60,certain/certain,f/f,2011-06-05,certain,stimulus retelling,jackal and crow story: a picture task designed by reseachers of the Language and Social Cognition group (Melbourne/Canberra),break/gloss,na,medium,constant,554,no,ngal1292
ngal1292_T007,doreco_ngal1292_20110607a_003_MT,MT,70,approximate,f,2011-06-07,certain,personal narrative,na,all,English,good,constant,92,no,ngal1292
ngal1292_T008,doreco_ngal1292_20110614_007_LB,LB,60,certain,f,2011-06-14,certain,stimulus retelling,husband and wife picture task,none,na,good,constant,281,no,ngal1292
ngal1292_T009,doreco_ngal1292_20120712b_004_MT,MT,70,approximate,f,2012-07-12,certain,stimulus retelling,story based on pictures series G6,none,na,good,constant,106,no,ngal1292
ngal1292_T010,doreco_ngal1292_20120717_008_MT,MT,70,approximate,f,2012-07-17,certain,personal narrative,na,all,English,good,constant,78,no,ngal1292
nngg1234_T001,doreco_nngg1234_NB041016-01_A,B,70,approximate,f,2004-10-16,certain,traditional narrative,na,all,English/Afrikaans,good,punctual,1017,no,nngg1234
nngg1234_T002,doreco_nngg1234_NB041016-04_A,B,70,approximate,f,2004-10-16,certain,traditional narrative,na,all,English/Afrikaans,good,punctual,667,no,nngg1234
nngg1234_T003,doreco_nngg1234_NC071107-01_A,C,72,approximate,f,2007-11-07,certain,personal narrative,na,all,English/Afrikaans,medium,punctual,376,no,nngg1234
nngg1234_T004,doreco_nngg1234_NC090930-01_A,C,72,approximate,f,2009-09-30,certain,stimulus retelling,pear story,all,English/Afrikaans,good,none,351,no,nngg1234
nngg1234_T005,doreco_nngg1234_ND060719-01aA,D,70,approximate,f,2006-07-19,certain,personal narrative,na,all,English/Afrikaans,medium,constant,285,no,nngg1234
nngg1234_T006,doreco_nngg1234_NE060715-02aA,E,65,approximate,f,2006-07-15,certain,personal narrative,na,all,English/Afrikaans,good,punctual,531,no,nngg1234
nngg1234_T007,doreco_nngg1234_NE080825-01_A,E,65,approximate,f,2008-08-25,certain,personal narrative,na,all,English/Afrikaans,good,constant,268,no,nngg1234
nngg1234_T008,doreco_nngg1234_NE091006-01_A,E,65,approximate,f,2009-10-06,certain,stimulus retelling,pear story,all,English/Afrikaans,good,punctual,408,no,nngg1234
nngg1234_T009,doreco_nngg1234_NF071017-02_A,F,75,approximate,f,2007-10-17,certain,traditional narrative,na,all,English/Afrikaans,good,constant,831,no,nngg1234
nngg1234_T010,doreco_nngg1234_NF080903-01_A,F,75,approximate,f,2008-09-03,certain,traditional narrative,na,all,English/Afrikaans,medium,punctual,392,no,nngg1234
nngg1234_T011,doreco_nngg1234_NF091001-01_A,F,75,approximate,f,2009-10-01,certain,stimulus retelling,pear story,all,English/Afrikaans,good,none,138,no,nngg1234
nngg1234_T012,doreco_nngg1234_NG060718-02aA,G,73,approximate,f,2006-07-18,certain,traditional narrative,na,all,English/Afrikaans,medium,none,1027,no,nngg1234
nngg1234_T013,doreco_nngg1234_NG060718-02cA,G,73,approximate,f,2006-07-18,certain,traditional narrative,na,all,English/Afrikaans,medium,constant,509,no,nngg1234
nngg1234_T014,doreco_nngg1234_NG071114-01_A,G,73,approximate,f,2007-11-14,certain,traditional narrative,na,all,English/Afrikaans,medium,punctual,970,no,nngg1234
nngg1234_T015,doreco_nngg1234_NG071119-01_A,G,73,approximate,f,2007-11-19,certain,personal narrative,na,all,English/Afrikaans,medium,punctual,460,no,nngg1234
nngg1234_T016,doreco_nngg1234_NG091103-01_A,G,73,approximate,f,2009-11-03,certain,traditional narrative,na,all,English/Afrikaans,medium,none,474,no,nngg1234
nngg1234_T017,doreco_nngg1234_NM080903-01bE,C/F,72/75,approximate,f/f,2008-09-03,certain,conversation,na,all,English/Afrikaans,medium,punctual,1579,no,nngg1234
nngg1234_T018,doreco_nngg1234_NB041016-05_A,B,70,approximate,f,2004-10-16,certain,traditional narrative,na,all,English/Afrikaans,medium,punctual,1156,yes,nngg1234
nngg1234_T019,doreco_nngg1234_NB041016-08_A,B,70,approximate,f,2004-10-16,certain,traditional narrative,na,all,English/Afrikaans,good,punctual,703,yes,nngg1234
nngg1234_T020,doreco_nngg1234_NB081007-01_A,B,70,approximate,f,2008-10-07,certain,personal narrative,na,all,English/Afrikaans,medium,punctual,1133,yes,nngg1234
nngg1234_T021,doreco_nngg1234_NB081007-02_A,B,70,approximate,f,2008-10-07,certain,personal narrative,na,all,English/Afrikaans,medium,punctual,993,yes,nngg1234
nngg1234_T022,doreco_nngg1234_NC060710-02aA,C,72,approximate,f,2006-07-10,certain,personal narrative,na,all,English/Afrikaans,bad,punctual,583,yes,nngg1234
nngg1234_T023,doreco_nngg1234_NC060710-02bA,C,72,approximate,f,2006-07-10,certain,traditional narrative,na,all,English/Afrikaans,bad,punctual,310,yes,nngg1234
nngg1234_T024,doreco_nngg1234_NC060710-02cA,C,72,approximate,f,2006-07-10,certain,personal narrative,na,all,English/Afrikaans,bad,punctual,76,yes,nngg1234
nngg1234_T025,doreco_nngg1234_NC060710-02dA,C,72,approximate,f,2006-07-10,certain,personal narrative,na,all,English/Afrikaans,bad,punctual,315,yes,nngg1234
nngg1234_T026,doreco_nngg1234_NC060715-01bA,C,72,approximate,f,2006-07-15,certain,traditional narrative,na,all,English/Afrikaans,medium,punctual,457,yes,nngg1234
nngg1234_T027,doreco_nngg1234_NC080903-01_A,C,74,approximate,f,2008-09-03,certain,personal narrative,na,all,English/Afrikaans,bad,punctual,1243,yes,nngg1234
nngg1234_T028,doreco_nngg1234_NM071022-01aA,E/C,75/72,approximate/approximate,f/f,2007-10-22,certain,conversation,na,all,English/Afrikaans,bad,punctual,2163,yes,nngg1234
nngg1234_T029,doreco_nngg1234_NM071109-01_A,D/G,70/73,approximate/approximate,f/f,2007-11-09,certain,conversation,na,all,English/Afrikaans,bad,punctual,916,yes,nngg1234
nngg1234_T030,doreco_nngg1234_NM071213-01_A,B/I,70/71,approximate/approximate,f/f,2007-12-13,certain,conversation,na,all,English/Afrikaans,bad,punctual,3643,yes,nngg1234
nngg1234_T031,doreco_nngg1234_NM071214-01bA,B/I,70/71,approximate/approximate,f/f,2007-12-14,certain,conversation,na,all,English/Afrikaans,bad,punctual,1478,yes,nngg1234
nngg1234_T032,doreco_nngg1234_NM071214-01cA,B,70,approximate,f,2007-12-14,certain,personal narrative,na,all,English/Afrikaans,bad,punctual,1588,yes,nngg1234
nngg1234_T033,doreco_nngg1234_NM081007-02aA,B,71,approximate,f,2008-10-07,certain,traditional narrative,na,all,English/Afrikaans,medium,punctual,965,yes,nngg1234
nort2641_T001,doreco_nort2641_mc_nkurd_muserz01,NK01,50,approximate,m,2000,certain,traditional narrative,na,all,English,medium,none,2666,no,nort2641
nort2641_T002,doreco_nort2641_mc_nkurd_muserz02,NK02,60,approximate,f,2004,certain,traditional narrative,na,all,English,good,punctual,1794,no,nort2641
nort2641_T003,doreco_nort2641_mc_nkurd_muserz03,NK01,50,approximate,m,2000,certain,traditional narrative,na,all,English,medium,none,2863,no,nort2641
nort2641_T004,doreco_nort2641_chako_200214,NK02,65,approximate,f,2004,certain,traditional narrative,na,all,English,good,constant,1042,no,nort2641
nort2641_T005,doreco_nort2641_mush_200214,NK01,50,approximate,m,2000,certain,traditional narrative,na,all,English,medium,none,1293,no,nort2641
orko1234_T004,doreco_orko1234_ET1_2,ET1,37,certain,f,2015-06-26,certain,personal narrative,na,break/gloss,English,medium,constant,268,no,orko1234
orko1234_T005,doreco_orko1234_IR1_2,IR1,53,certain,f,2015-06-26,certain,personal narrative,na,break/gloss,English,medium,constant,417,no,orko1234
orko1234_T011,doreco_orko1234_LM1_1,LM1,72,approximate,f,2015-08-06,certain,traditional narrative,na,break/gloss,English,medium,constant,515,no,orko1234
orko1234_T012,doreco_orko1234_LM1_3,LM1,72,approximate,f,2015-11-17,certain,traditional narrative,na,break/gloss,English,medium,constant,342,no,orko1234
orko1234_T018,doreco_orko1234_RL1_2,RL1,61,certain,f,2015-06-26,certain,personal narrative,na,break/gloss,English,medium,constant,104,no,orko1234
orko1234_T019,doreco_orko1234_RT1_1,RT1,62,certain,m,2016-06-16,certain,stimulus retelling,pear story,break/gloss,English,medium,constant,591,no,orko1234
orko1234_T021,doreco_orko1234_SB_AT1_chore,AT1,67,certain,f,2017-07-30,certain,stimulus retelling,MelaTAMP Chore Girl storyboard,none,English,good,constant,194,no,orko1234
orko1234_T022,doreco_orko1234_SB_AT1_fortune,AT1,67,certain,f,2017-07-30,certain,stimulus retelling,MelaTAMP Fortune Teller storyboard,none,English,good,constant,221,no,orko1234
orko1234_T027,doreco_orko1234_SB_AT1_weather,AT1,67,certain,f,2017-07-30,certain,stimulus retelling,MelaTAMP Bill vs the Weather storyboard,none,English,good,constant,311,no,orko1234
orko1234_T028,doreco_orko1234_SB_AT1_woodchopper,AT1,67,certain,f,2017-07-30,certain,stimulus retelling,MelaTAMP Woodchopper storyboard,none,English,good,constant,239,no,orko1234
orko1234_T029,doreco_orko1234_SB_AT1_yam,AT1,67,certain,f,2017-07-30,certain,stimulus retelling,MelaTAMP Red Yam storyboard,none,English,good,constant,208,no,orko1234
orko1234_T032,doreco_orko1234_SB_ET1_fortune,ET1,37,certain,f,2017-07-30,certain,stimulus retelling,MelaTAMP Fortune Teller storyboard,none,English,good,constant,427,no,orko1234
orko1234_T037,doreco_orko1234_SB_ET1_weather,ET1,37,certain,f,2017-07-30,certain,stimulus retelling,MelaTAMP Bill vs the Weather storyboard,none,English,good,constant,518,no,orko1234
orko1234_T038,doreco_orko1234_SB_ET1_woodchopper,ET1,37,certain,f,2017-07-30,certain,stimulus retelling,MelaTAMP Woodchopper storyboard,none,English,good,constant,389,no,orko1234
orko1234_T039,doreco_orko1234_SB_ET1_yam,ET1,37,certain,f,2017-07-30,certain,stimulus retelling,MelaTAMP Red Yam storyboard,none,English,good,constant,328,no,orko1234
orko1234_T040,doreco_orko1234_SJ1_9,SJ1,61,certain,m,2015-06-10,certain,traditional narrative,na,break/gloss,English,good,constant,861,no,orko1234
orko1234_T041,doreco_orko1234_SJ1_10,SJ1,61,certain,m,2015-06-10,certain,personal narrative,na,break/gloss,English,good,constant,721,no,orko1234
orko1234_T042,doreco_orko1234_SJ1_21,SJ1,61,certain,m,2015-11-20,certain,personal narrative,na,break/gloss,English,medium,constant,950,no,orko1234
orko1234_T043,doreco_orko1234_TH1_2,TH1,49,certain,m,2015-06-26,certain,personal narrative,na,break/gloss,English,medium,constant,151,no,orko1234
orko1234_T044,doreco_orko1234_WS1_2,WS1,54,certain,m,2014-05-10,certain,traditional narrative,na,break/gloss,English,medium,constant,1223,no,orko1234
orko1234_T045,doreco_orko1234_WS1_3,WS1,54,certain,m,2014-05-10,certain,traditional narrative,na,break/gloss,English,medium,constant,439,no,orko1234
orko1234_T046,doreco_orko1234_WS1_4a,WS1,54,certain,m,2014-05-10,certain,personal narrative,na,break/gloss,English,good,constant,23,no,orko1234
orko1234_T047,doreco_orko1234_WS1_4b,WS1,54,certain,m,2014-05-10,certain,personal narrative,na,break/gloss,English,good,constant,36,no,orko1234
orko1234_T048,doreco_orko1234_WS1_5,WS1,54,certain,m,2014-05-10,certain,personal narrative,na,break/gloss,English,good,constant,117,no,orko1234
orko1234_T049,doreco_orko1234_WS1_7,WS1,55,certain,m,2015-06-14,certain,personal narrative,na,break/gloss,English,good,constant,287,no,orko1234
orko1234_T051,doreco_orko1234_WS3_2,WS3,34,certain,f,2016-06-17,certain,procedural,pear story,break/gloss,English,medium,constant,290,no,orko1234
orko1234_T050,doreco_orko1234_WS1_14,JT1/WS1,64/55,certain/certain,m/m,2015-11-19,certain,conversation,na,break/gloss,English,bad,constant,793,yes,orko1234
orko1234_T002,doreco_orko1234_BK1_1,BK1,60,approximate,m,2015-06-06,certain,traditional narrative,na,break/gloss,English,medium,punctual,510,yes,orko1234
orko1234_T003,doreco_orko1234_BK1_2,KS1/BK1,40/60,approximate/approximate,m/m,2015-12-01,certain,conversation,na,break/gloss,English,medium,constant,451,yes,orko1234
orko1234_T006,doreco_orko1234_KS1_1,KS1,40,approximate,m,2015-06-06,certain,personal narrative,na,break/gloss,English,medium,constant,1545,yes,orko1234
orko1234_T007,doreco_orko1234_KS1_2,KS1/SJ1,50/61,approximate/certain,m/m,2015-12-01,certain,conversation,na,none,English,bad,constant,1405,yes,orko1234
orko1234_T008,doreco_orko1234_KS2_1,KS2,14,certain,f,2015-11-17,certain,conversation,na,break/gloss,English,bad,constant,117,yes,orko1234
orko1234_T009,doreco_orko1234_KS2_2,KS2,14,certain,f,2015-11-17,certain,conversation,na,break/gloss,English,bad,constant,28,yes,orko1234
orko1234_T010,doreco_orko1234_KS2_3,KS2,14,certain,f,2015-11-17,certain,conversation,na,break/gloss,English,bad,constant,141,yes,orko1234
orko1234_T013,doreco_orko1234_LM1_4,LM1/WS1,72/54,approximate/certain,f/m,2015-11-17,certain,conversation,na,break/gloss,English,bad,constant,121,yes,orko1234
orko1234_T014,doreco_orko1234_LM1_5,LM1,72,approximate,f,2015-11-17,certain,conversation,na,break/gloss,English,bad,constant,83,yes,orko1234
orko1234_T015,doreco_orko1234_LM1_6,LM1,72,approximate,f,2015-11-17,certain,conversation,na,break/gloss,English,bad,constant,27,yes,orko1234
orko1234_T016,doreco_orko1234_LM1_7,LM1/WS1,72/54,approximate/certain,f/m,2015-11-17,certain,conversation,na,break/gloss,English,bad,constant,23,yes,orko1234
orko1234_T017,doreco_orko1234_LM1_11,IR1/LM1,54/72,certain/approximate,f/f,2016-06-16,certain,conversation,na,break/gloss,English,bad,constant,3717,yes,orko1234
pnar1238_T001,doreco_pnar1238_01_Pear_Story,BB,47,certain,f,2011-05-26,certain,stimulus retelling,pear story,all,English,good,constant,669,no,pnar1238
pnar1238_T002,doreco_pnar1238_04_Areal_History,DD,70,certain,f,2011-05-26,certain,personal narrative,na,all,English,good,punctual,1696,no,pnar1238
pnar1238_T003,doreco_pnar1238_09_Pear_Story,FF,26,certain,m,2011-06-07,certain,stimulus retelling,pear story,all,English,good,none,859,no,pnar1238
pnar1238_T004,doreco_pnar1238_09_Areal_History_pt1,BD,44,certain,m,2011-05-27,certain,personal narrative,na,all,English,good,constant,1822,no,pnar1238
pnar1238_T005,doreco_pnar1238_17_PakynteinPt2SooKpoh-DevelopmentofFamilies,CP,49,certain,m,2012-05-19,certain,traditional narrative,na,all,English,good,none,1027,no,pnar1238
pnar1238_T006,doreco_pnar1238_23_PakynteinPt8LanguageChanges,CP,49,certain,m,2012-05-19,certain,traditional narrative,na,all,English,good,punctual,915,no,pnar1238
pnar1238_T007,doreco_pnar1238_27_PakynteinPt12BetelLeaf,CP,49,certain,m,2012-05-19,certain,traditional narrative,na,all,English,good,punctual,826,no,pnar1238
pnar1238_T008,doreco_pnar1238_34_Matrilineal_Explanation,II,54,certain,m,2012-04-23,certain,traditional narrative,na,all,English,medium,constant,706,no,pnar1238
pnar1238_T009,doreco_pnar1238_00_Archery_Interview,AA/ZZ,48/36,certain,m/m,2011-06-04,certain,conversation,na,all,English,good,punctual,1458,yes,pnar1238
pnar1238_T010,doreco_pnar1238_02_Pear_Story,CC,36,certain,m,2011-05-26,certain,stimulus retelling,pear story,all,English,medium,constant,812,yes,pnar1238
pnar1238_T011,doreco_pnar1238_06_Daloi_Raliang,CL,44,certain,m,2011-05-27,certain,personal narrative,na,all,English,good,punctual,189,yes,pnar1238
pnar1238_T012,doreco_pnar1238_07_Kiang_Nangbah,EE,43,certain,m,2011-06-04,certain,traditional narrative,na,all,English,good,punctual,1011,yes,pnar1238
pnar1238_T013,doreco_pnar1238_10_Raliang_Stones,BD,44,certain,m,2011-05-27,certain,traditional narrative,na,all,na,good,none,66,yes,pnar1238
pnar1238_T014,doreco_pnar1238_12_Bygone_Past,GG,43,certain,f,2012-05-20,certain,personal narrative,na,all,English,medium,punctual,1193,yes,pnar1238
pnar1238_T016,doreco_pnar1238_13_Lathadlabot_1,MM,60,approximate,m,2012-03-24,certain,personal narrative,na,all,English,medium,constant,464,yes,pnar1238
pnar1238_T017,doreco_pnar1238_13_Lathadlabot_2,NN,60,approximate,m,2012-03-24,certain,personal narrative,na,all,English,medium,constant,942,yes,pnar1238
pnar1238_T018,doreco_pnar1238_13_Lathadlabot_3,OO,70,certain,m,2012-03-24,certain,personal narrative,na,all,English,medium,constant,143,yes,pnar1238
pnar1238_T019,doreco_pnar1238_31_SohmyntingInterview_1,HH,63,certain,m,2012-05-27,certain,personal narrative,na,all,English,medium,punctual,1205,yes,pnar1238
pnar1238_T020,doreco_pnar1238_32_SohmyntingInterview_2,KK,63,na,m,2012-05-27,certain,personal narrative,na,all,English,medium,punctual,1812,yes,pnar1238
pnar1238_T021,doreco_pnar1238_33_SohmyntingInterview_3,LL,63,na,m,2012-05-27,certain,personal narrative,na,all,English,good,punctual,1946,yes,pnar1238
pnar1238_T022,doreco_pnar1238_35_Kwai_Pathi,JJ,16,certain,f,2013-07-15,certain,traditional narrative,na,all,English,good,punctual,693,yes,pnar1238
port1286_T001,doreco_port1286_06-15-10_Rachel_Lonmei,RL,60,approximate,f,2010-06-15,certain,traditional narrative,na,all,Bislama/English,good,constant,709,no,port1286
port1286_T002,doreco_port1286_07-30-13_Bong,FB,50,approximate,m,2013-07-30,certain,traditional narrative,na,all,Bislama/English,medium,punctual,783,no,port1286
port1286_T003,doreco_port1286_08-22-11_IlsonMagekon,IM,30,approximate,m,2011-08-22,certain,traditional narrative,na,none,Bislama/English,medium,punctual,681,no,port1286
port1286_T004,doreco_port1286_08-22-11_IlsonMagekon_Coconut,IM,30,approximate,m,2011-08-22,certain,traditional narrative,na,all,Bislama/English,medium,none,1113,no,port1286
port1286_T005,doreco_port1286_08-24-11_Andri,AT,30,approximate,m,2011-08-24,certain,traditional narrative,na,all,Bislama/English/German,medium,punctual,479,no,port1286
port1286_T006,doreco_port1286_08-24-11_SaelasJeramae,SJ,40,approximate,m,2011-08-24,certain,traditional narrative,na,all,Bislama/English/German,medium,punctual,763,no,port1286
port1286_T007,doreco_port1286_08-27-12_Ibraem_1,IM,75,approximate,m,2012-08-27,certain,traditional narrative,na,all,Bislama/English,good,punctual,595,no,port1286
port1286_T008,doreco_port1286_08-29-12_Relin,RJ,16,approximate,m,2011-08-29,certain,traditional narrative,na,all,Bislama/English/German,good,punctual,347,no,port1286
port1286_T009,doreco_port1286_09-03-11_Andri_2,AT,30,approximate,m,2011-09-03,certain,traditional narrative,na,none,Bislama/English,good,punctual,780,no,port1286
port1286_T010,doreco_port1286_09-09-12_ChiefAesak_1,CA,30,approximate,m,2012-09-11,certain,traditional narrative,na,break/gloss,Bislama/English,medium,constant,859,no,port1286
port1286_T011,doreco_port1286_09-11-12_Ibraem,IM,75,approximate,m,2012-09-11,certain,traditional narrative,na,all,Bislama/English,medium,punctual,2228,no,port1286
port1286_T012,doreco_port1286_2017-06-30_Apia,EAG,40,approximate,m,2017-06-30,certain,traditional narrative,na,all,Bislama/English,medium,none,705,no,port1286
port1286_T013,doreco_port1286_2017-06-30_Bong1,FB,50,approximate,m,2017-06-30,certain,traditional narrative,na,all,Bislama/English,medium,punctual,662,no,port1286
port1286_T014,doreco_port1286_2017-06-30_Ilsong2,IM,30,approximate,m,2017-06-30,certain,traditional narrative,na,all,Bislama/English,medium,punctual,704,no,port1286
port1286_T015,doreco_port1286_2017-06-30_Jaklin,TA,30,approximate,f,2017-06-30,certain,traditional narrative,na,all,Bislama/English,medium,punctual,291,no,port1286
port1286_T016,doreco_port1286_2018-07-06_Abel,ABT,35,approximate,m,2018-07-06,certain,traditional narrative,na,all,Bislama/English,medium,punctual,339,no,port1286
resi1247_T001,doreco_resi1247_candi_res,PA,50,approximate,m,2009-08-09,certain,personal narrative,na,none,Spanish,good,none,228,no,resi1247
resi1247_T002,doreco_resi1247_cuentores_3,PA,50,approximate,m,2004-12-13,certain,traditional narrative,na,none,Spanish,medium,constant,1191,no,resi1247
resi1247_T003,doreco_resi1247_cuentores_7,RA,50,approximate,f,2005-07-19,certain,traditional narrative,na,none,Spanish,good,constant,210,no,resi1247
resi1247_T004,doreco_resi1247_cuentores_8,RA,50,approximate,f,2005-07-19,certain,traditional narrative,na,none,Spanish,good,constant,531,no,resi1247
